ID	Name	Matches	
RXN0-3942	4-(&gamma;-L-glutamylamino)butanoate + H<sub>2</sub>O  &rarr;  L-glutamate + 4-aminobutanoate	CPD-9000, 4-AMINO-BUTYRATE, WATER, GLT	
RXN-9203	4-(1-methyl-2-pyrrolidinyl)-3-oxobutanoate + a methylated methyl donor + H<SUP>+</SUP>  &rarr;  4-(1-methyl-2-pyrrolidinyl)-3-oxobutanoate methyl ester + a demethylated methyl donor	CPD-9779, CPD-9773, Demethylated-methyl-acceptors, Methylated-methyl-acceptors, PROTON	
RXN-9198	4-(1-methyl-2-pyrrolidinyl)-3-oxobutanoate methyl ester  &rarr;  4-(1-methyl-5-hydroxy-2-pyrrolidinyl)-3-oxobutanoate methyl ester	CPD-9773, CPD-9774	
RXN-9197	4-(1-methyl-2-pyrrolidinyl)-3-oxobutanoyl-CoA  &rarr;  4-(1-methyl-2-pyrrolidinyl)-3-oxobutanoate methyl ester + coenzyme A	CPD-9773, CPD-9772, CO-A	
RXN-9199	4-(1-methyl-5-hydroxy-2-pyrrolidinyl)-3-oxobutanoate methyl ester  &rarr;  methyl ecgonone + H<SUP>+</SUP> + H<sub>2</sub>O	CPD-9774, WATER, PROTON, CPD-9775	
NAPHTHOATE-SYN-RXN	4-(2'-carboxyphenyl)-4-oxobutyryl-CoA + H<SUP>+</SUP>  &rarr;  1,4-dihydroxy-2-naphthoyl-CoA + H<sub>2</sub>O	CPD-9925, CPD-6972, WATER, PROTON	
RXN-10722	4-(2-amino-3-hydroxyphenyl)-2,4-dioxobutanoate  &rarr;  xanthurenate + H<SUP>+</SUP> + H<sub>2</sub>O	CPD-11552, WATER, PROTON, XANTHURENATE	
RXN-10720	4-(2-aminophenyl)-2,4-dioxobutanoate  &rarr;  kynurenate + H<sub>2</sub>O + H<SUP>+</SUP>	CPD-476, WATER, PROTON, KYNURENATE	
RXN-15197	4-(2-iminoethyl)phenol + H<sub>2</sub>O  &rarr;  (4-hydroxyphenyl)acetaldehyde + ammonium	HYDRPHENYLAC-CPD, CPD-16179, AMMONIUM, WATER	
RXN1A0-6310	4-(3'-acetyl-5'-hydroxy-4'-oxo-1',4'-dihydronapthalen-2'-yl)-3-oxobutanoate + NADPH + H<SUP>+</SUP>  &rarr;  (S)-4-(3'-acetyl-5'-hydroxy-4'-oxo-1',4'-dihydronapthalen-2'-yl)-3-hydroxybutanoate + NADP<sup>+</sup>	CPD1A0-6105, CPD1A0-6104, PROTON, NADP, NADPH	
RXN1A0-6307	4-(3'-acetyl-5'-hydroxy-4'-oxo-1',4'-dihydronapthalen-2'-yl)-3-oxobutanoate-[PKS-acp] + H<sub>2</sub>O  &rarr;  4-(3'-acetyl-5'-hydroxy-4'-oxo-1',4'-dihydronapthalen-2'-yl)-3-oxobutanoate + polyketide synthase + H<SUP>+</SUP>	CPD1A0-6104, WATER, PROTON	
RXN-11389	4-(3-methylbut-2-enyl)-L-abrine + 2 an oxidized unknown electron carrier + H<sub>2</sub>O + 2 H<SUP>+</SUP>  &rarr;  chanoclavine-I + CO<SUB>2</SUB> + 2 a reduced unknown electron carrier	CPD-12352, Donor-H2, CPD-12356, CARBON-DIOXIDE, WATER, PROTON	
RXN18C3-31	4-(3-methylbutanoyl)sucrose + 2-methylbutanoyl-CoA  &rarr;  3-(2-methylbutanoyl)-4-(3-methylbutanoyl)sucrose + coenzyme A	2-METHYL-BUTYRYL-COA, CPD-19025, CPD-19018, CO-A	
RXN18C3-32	4-(3-methylbutanoyl)sucrose + decanoyl-CoA  &rarr;  3-decanoyl-4-(3-methylbutanoyl)sucrose + coenzyme A	CPD-19026, CPD-19018, CO-A, CPD-10267	
RXN18C3-43	4-(3-methylbutanoyl)sucrose + isobutanoyl-CoA  &rarr;  2-isobutanoyl-4-(3-methylbutanoyl)sucrose + coenzyme A	CPD-19121, CPD-19018, CO-A, ISOBUTYRYL-COA	
RXN18C3-29	4-(3-methylbutanoyl)sucrose + isobutanoyl-CoA  &rarr;  3-isobutanoyl-4-(3-methylbutanoyl)sucrose + coenzyme A	CPD-19023, CPD-19018, CO-A, ISOBUTYRYL-COA	
RXN18C3-42	4-(3-methylbutanoyl)sucrose + isovaleryl-CoA  &rarr;  2,4-di(3-methylbutanoyl)sucrose + coenzyme A	CPD-19120, CPD-19018, CO-A, ISOVALERYL-COA	
RXN18C3-30	4-(3-methylbutanoyl)sucrose + isovaleryl-CoA  &rarr;  3,4-di(3-methylbutanoyl)sucrose + coenzyme A	CPD-21955, CPD-19018, CO-A, ISOVALERYL-COA	
RXN18C3-33	4-(3-methylbutanoyl)sucrose + lauroyl-CoA  &rarr;  3-dodecanoyl-4-(3-methylbutanoyl)sucrose + coenzyme A	CPD-19027, CPD-19018, CO-A, LAUROYLCOA-CPD	
RXN66-145	4-(3-pyridyl)-butanoate  &rarr;  3-pyridylacetate	3-PYRIDYLACETIC-ACID, 4-3-PYRIDYL-BUTANOATE	
RXN66-144	4-(3-pyridyl)-butanoate + an oxidized unknown electron carrier  &larr;  4-(3-pyridyl)-3-butenoate + a reduced unknown electron carrier	CPD-3194, 4-3-PYRIDYL-BUTANOATE, Donor-H2	
OLIGOGALACTURONIDE-LYASE-RXN	4-(4-deoxy-&alpha;-D-galact-4-enuronosyl)-D-galacturonate  &rarr;  2 5-dehydro-4-deoxy-D-glucuronate	CPD-11241, CPD-37	
RXN-19411	4-(4-hydroxy-3-methoxyphenyl)-tetrahydro-3H-furo[3,4-c]furan-1-one + an oxidized unknown electron carrier + H<sub>2</sub>O  &rarr;  4-hydroxy-4-(4-hydroxy-3-methoxyphenyl)-tetrahydrofuro[3,4-c]furan-1-one + a reduced unknown electron carrier	CPD-20977, CPD-20979, Donor-H2, WATER	
RXN-19413	4-(4-hydroxy-3-methoxyphenyl)-tetrahydro-3H-furo[3,4-c]furan-1-one + H<sub>2</sub>O  &rarr;  5-(4-hydroxy-3-methoxyphenyl)-4-(hydroxymethyl)oxolane-3-carboxylate + H<SUP>+</SUP>	CPD-20977, CPD-20982, WATER, PROTON	
RXN-16496	4-(4-hydroxyphenyl)-2-oxobutanoate + an amino acid  &rarr;  <i>L</i>-homotyrosine + a 2-oxo acid	CPD-17728, CPD-17729, 2-Oxo-Acids, Amino-Acids	
RXN-16530	4-(6-hydroxy-pyridin-3-yl)-4-oxobutanal + NADP<sup>+</sup> + H<sub>2</sub>O  &rarr;  6-hydroxy-3-succinoyl-pyridine + NADPH + 2 H<SUP>+</SUP>	CPD-17782, CPD-14096, WATER, PROTON, NADP, NADPH	
2.7.1.148-RXN	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol + ATP  &rarr;  2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol + ADP + H<SUP>+</SUP>	2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET, 4-CYTIDINE-5-DIPHOSPHO-2-C, ADP, ATP, PROTON	
RXN-9753	4-(methylsulfanyl)-2-oxobutanoate + a reduced unknown electron carrier  &rarr;  2-hydroxy-4-(methylsulfanyl)butanoate + an oxidized unknown electron carrier	CPD-10468, CPD-479, Donor-H2	
RXN-2202	4-(methylsulfanyl)-2-oxobutanoate + acetyl-CoA + H<sub>2</sub>O  &rarr;  2-[(2'-methylsulfanyl)ethyl]malate + coenzyme A + H<SUP>+</SUP>	2-2-METHYLTHIOETHYLMALIC-ACID, CPD-479, ACETYL-COA, CO-A, WATER, PROTON	
RXN-7704	4-(methylsulfanyl)-2-oxobutanoate + H<SUP>+</SUP>  &rarr;  3-(methylsulfanyl)propanal + CO<SUB>2</SUB>	CPD-7036, CPD-479, CARBON-DIOXIDE, PROTON	
RXN-12539	4-(methylsulfanyl)-2-oxobutanoate + hydroxyl radical  &rarr;  ethene + methanethiol + 2 CO<SUB>2</SUB>	CPD-479, CARBON-DIOXIDE, ETHYLENE-CMPD, CPD-12377, CPD-7671	
RXN-18222	4-(methylsulfanyl)butyl-glucosinolate + H<sub>2</sub>O  =  2-[4-(methylsulfanyl)butyl]-thiohydroximate-O-sulfate + D-glucopyranose	CPD-19503, CPDQT-281, Glucopyranose, WATER	
RXNQT-4334	4-(methylsulfanyl)butyl-glucosinolate + NADPH + oxygen + H<SUP>+</SUP>  &rarr;  glucoraphanin + NADP<sup>+</sup> + H<sub>2</sub>O	CPDQT-281, CPDQT-280, WATER, PROTON, NADP, NADPH, OXYGEN-MOLECULE	
RXN-19188	4-(phosphooxy)pentanoyl-CoA  &rarr;  3-pentenoyl-CoA + phosphate	CPD-20684, CPD-20683, Pi	
RXN-19191	4-(phosphooxy)pentanoyl-CoA + H<sub>2</sub>O  &rarr;  3-hydroxypentanoyl-CoA + phosphate	CPD-15660, CPD-20683, WATER, Pi	
RXN-14774	4-<i>cis</i>-undecenoyl-CoA + acetyl-CoA  &larr;  6-<i>cis</i>, 3-oxo-tridecenoyl-CoA + coenzyme A	CPD-15668, CPD-15667, ACETYL-COA, CO-A	
RXN-14775	4-<i>cis</i>-undecenoyl-CoA + oxygen  &rarr;  2-<i>trans</i>, 4-<i>cis</i>-undecadienoyl-CoA + hydrogen peroxide	CPD-15654, CPD-15668, HYDROGEN-PEROXIDE, OXYGEN-MOLECULE	
RXN-3164	4-<i>O</i>-(indol-3-ylacetyl)-&beta;-D-glucose + H<sub>2</sub>O  &rarr;  (indol-3-yl)acetate + D-glucopyranose + H<SUP>+</SUP>	INDOLE_ACETATE_AUXIN, INDOLE-3-ACETYL-BETA-4-D-GLUCOSE, Glucopyranose, WATER, PROTON	
RXN-15654	4-<i>O</i>-acetyl-<i>N</i>-acetylmannosamine + phospho<i>enol</i>pyruvate + H<sub>2</sub>O  &rarr;  <i>N</i>-acetyl-7-<i>O</i>-acetylneuraminate + phosphate	CPD-16880, CPD-1803, WATER, Pi, PHOSPHO-ENOL-PYRUVATE	
RXN-15653	4-<i>O</i>-acetyl-UDP-<i>N</i>-acetylglucosamine + H<sub>2</sub>O  &rarr;  4-<i>O</i>-acetyl-<i>N</i>-acetylmannosamine + UDP + H<SUP>+</SUP>	CPD-16880, CPD-16879, WATER, PROTON, UDP	
RXN-8727	4-<i>O</i>-digalloyl-1,2,3,6-tetra-<i>O</i>-&beta;-<i>D</i>-galloylglucose + 1-O-galloyl-&beta;-D-glucose  &rarr;  2,4-<i>O</i>-digalloyl-1,3,6-tri-<i>O</i>-&beta;-<i>D</i>-galloylglucose + D-glucopyranose	1-O-GALLOYL-BETA-D-GLUCOSE, CPD-8956, CPD-8952, Glucopyranose	
RXN-15420	4-<i>O</i>-dimethylallyl-L-tyrosine + L-serine  =  phomamide + 2 H<sub>2</sub>O	CPD-16653, WATER, SER, CPD-16654	
RXN-14861	4-<i>O</i>-methylrhodomycinone D + H<sub>2</sub>O  &rarr;  10-carboxy-13-deoxydaunorubicin + methanol + H<SUP>+</SUP>	CPD-15740, CPD-15783, WATER, PROTON, METOH	
RXN-12874	4-<i>O</i>-oxalyl-L-threonate + H<sub>2</sub>O  &rarr;  L-threonate + oxalate + H<SUP>+</SUP>	CPD-13911, WATER, PROTON, L-THREONATE, OXALATE	
RXN-14788	4-<i>trans</i>-undecenoyl-CoA + acetyl-CoA  &larr;  6-<i>trans</i>-3-oxo-tridecenoyl-CoA + coenzyme A	CPD-15677, CPD-15676, ACETYL-COA, CO-A	
RXN-14789	4-<i>trans</i>-undecenoyl-CoA + oxygen  &rarr;  2-<i>trans</i>, 4-<i>trans</i>-undecadienoyl-CoA + hydrogen peroxide	CPD-15661, CPD-15677, HYDROGEN-PEROXIDE, OXYGEN-MOLECULE	
RXN-37	4-acetamidobutanal + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  4-acetamidobutanoate + NADH + 2 H<SUP>+</SUP>	CPD-30, CPD-35, WATER, PROTON, NAD, NADH	
RXN-36	4-acetamidobutanoate + H<sub>2</sub>O  &rarr;  4-aminobutanoate + acetate	CPD-35, 4-AMINO-BUTYRATE, ACET, WATER	
4-ACETAMIDOBUTYRYL-COA-DEACETYLASE-RXN	4-acetamidobutanoyl-CoA + H<sub>2</sub>O  =  4-aminobutanoyl-coA + acetate	4-ACETAMIDOBUTANOYL, 4-AMINOBUTANOYL-COA, ACET, WATER	
RXN-17055	4-acetylnivalenol  &rarr;  nivalenol	CPD-18426, CPD-18427	
RXN-16878	4-amino-2-(methanethioyl)-5-oxo-3-sulfanylpyrrolidine-2-carboxyl-[HlmE non-ribosomal peptide synthetase] + H<sub>2</sub>O  &rarr;  4-amino-2-(methanethioyl)-5-oxo-3-sulfanylpyrrolidine-2-carboxylate + an HlmE non-ribosomal peptide synthetase + H<SUP>+</SUP>	CPD-18203, WATER, PROTON	
RXN-16873	4-amino-2-(methanethioyl)-5-oxo-3-sulfanylpyrrolidine-2-carboxylate + H<SUP>+</SUP>  &rarr;  (5E)-3-amino-4-sulfanyl-5-(sulfanylmethylidene)pyrrolidin-2-one + CO<SUB>2</SUB>	CPD-18202, CPD-18203, CARBON-DIOXIDE, PROTON	
RXN0-3543	4-amino-2-methyl-5-(diphosphooxymethyl)pyrimidine + H<sub>2</sub>O  &rarr;  4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine + phosphate + H<SUP>+</SUP>	AMINO-HYDROXYMETHYL-METHYLPYRIMIDINE-PP, AMINO-HYDROXYMETHYL-METHYL-PYR-P, WATER, PROTON, Pi	
PYRIMSYN3-RXN	4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine + ATP  &rarr;  4-amino-2-methyl-5-(diphosphooxymethyl)pyrimidine + ADP	AMINO-HYDROXYMETHYL-METHYLPYRIMIDINE-PP, AMINO-HYDROXYMETHYL-METHYL-PYR-P, ADP, ATP	
TRANS-RXN0-462	4-amino-2-methyl-5-pyrimidinemethanol<sub>[periplasm]</sub>  &rarr;  4-amino-2-methyl-5-pyrimidinemethanol<sub>[cytosol]</sub>	HMP	
RXN-9585	4-amino-3,4-dideoxy-D-<i>arabino</i>-heptulosonate 7-phosphate  &rarr;  5-deoxy-5-amino-3-dehydroquinate + phosphate	CPD-10228, CPD-10229, Pi	
RXN-13134	4-amino-3-hydroxybenzoate + oxygen  &rarr;  (2Z,4Z)-2-amino-5-formylhexa-2,4-dienedioate + H<SUP>+</SUP>	CPD-14967, CPD-14129, PROTON, OXYGEN-MOLECULE	
RXN-14322	4-amino-3-methoxybenzoate + all-<i>trans</i>-hexaprenyl diphosphate  &rarr;  3-<i>all trans</i>-hexaprenyl-4-amino-5-methoxybenzoate + diphosphate	CPD-15192, CPD-15216, ALL-TRANS-HEXAPRENYL-DIPHOSPHATE, PPI	
TRANS-RXN0-276	4-amino-4-deoxy-&alpha;-L-arabinopyranosyl <i>ditrans,octacis</i>-undecaprenyl phosphate<sub>[cytosol]</sub>  &rarr;  4-amino-4-deoxy-&alpha;-L-arabinopyranosyl <i>ditrans,octacis</i>-undecaprenyl phosphate<sub>[periplasm]</sub>	CPD0-1189	
RXN-20192	4-amino-4-deoxychorismate  &harr;  4-amino-4-deoxyprephenate	4-AMINO-4-DEOXYCHORISMATE, CPD-21782	
ADCLY-RXN	4-amino-4-deoxychorismate  &rarr;  4-aminobenzoate + pyruvate + H<SUP>+</SUP>	4-AMINO-4-DEOXYCHORISMATE, P-AMINO-BENZOATE, PROTON, PYRUVATE	
RXN-20193	4-amino-4-deoxyprephenate + NAD<sup>+</sup>  &rarr;  3-(4-aminophenyl)pyruvate + CO<SUB>2</SUB> + NADH + H<SUP>+</SUP>	CPD-21783, CPD-21782, CARBON-DIOXIDE, PROTON, NAD, NADH	
RXN-20194	4-amino-L-phenylalanine + 2-oxoglutarate  &harr;  3-(4-aminophenyl)pyruvate + L-glutamate	2-KETOGLUTARATE, CPD-21783, CPD-13483, GLT	
RXN-20196	4-amino-L-phenylalanyl-[CmlP-peptidyl-carrier-protein] + a reduced unknown electron carrier + oxygen  &rarr;  2-(4-aminophenyl)-L-seryl-[CmlP-peptidyl-carrier-protein] + an oxidized unknown electron carrier + H<sub>2</sub>O	CPD-21786, CPD-21785, Donor-H2, WATER, OXYGEN-MOLECULE	
RXN-20202	4-aminobenzoate + a reduced unknown electron carrier + 2 oxygen  &rarr;  4-nitrobenzoate + an oxidized unknown electron carrier + 2 H<sub>2</sub>O	P-AMINO-BENZOATE, CPD-704, Donor-H2, WATER, OXYGEN-MOLECULE	
RXN-12210	4-aminobenzoate + a reduced unknown electron carrier + oxygen  &rarr;  4-hydroxylaminobenzoate + an oxidized unknown electron carrier + H<sub>2</sub>O	P-AMINO-BENZOATE, CPD-705, Donor-H2, WATER, OXYGEN-MOLECULE	
RXN-12161	4-aminobenzoate + ATP + coenzyme A  &rarr;  4-aminobenzoyl-CoA + ADP + phosphate	P-AMINO-BENZOATE, CPD-13109, ADP, ATP, CO-A, Pi	
AMINOBENZOATE-DECARBOXYLASE-RXN	4-aminobenzoate + H<SUP>+</SUP>  =  aniline + CO<SUB>2</SUB>	P-AMINO-BENZOATE, ANILINE, CARBON-DIOXIDE, PROTON	
RXN-10884	4-aminobenzoate + L-glutamate + ATP  &rarr;  <i>N</i>-(4-aminobenzoyl)-L-glutamate + AMP + diphosphate + H<SUP>+</SUP>	P-AMINO-BENZOATE, CPD0-889, AMP, ATP, PPI, PROTON, GLT	
4-AMINOBENZOATE-1-MONOOXYGENASE-RXN	4-aminobenzoate + NAD(P)H + oxygen + 2 H<SUP>+</SUP>  &rarr;  4-aminophenol + CO<SUB>2</SUB> + NAD(P)<sup>+</sup> + H<sub>2</sub>O	P-AMINO-BENZOATE, CPD-259, CARBON-DIOXIDE, WATER, PROTON, NAD-P-OR-NOP, NADH-P-OR-NOP, OXYGEN-MOLECULE	
RXN-15954	4-aminobenzoyl-CoA + 15 malonyl-CoA + 4 (S)-methylmalonyl-CoA + 28 NADPH + 47 H<SUP>+</SUP>  &rarr;  candicinolide + 15 CO<SUB>2</SUB> + 20 coenzyme A + 28 NADP<sup>+</sup> + 16 H<sub>2</sub>O	D-METHYL-MALONYL-COA, CPD-13109, CPD-17193, CARBON-DIOXIDE, CO-A, WATER, PROTON, MALONYL-COA, NADP, NADPH	
RXN-6423	4-aminobutanal  &harr;  1-pyrroline + H<sub>2</sub>O	CPD-6124, 4-AMINO-BUTYRALDEHYDE, WATER	
AMINOBUTDEHYDROG-RXN	4-aminobutanal + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  4-aminobutanoate + NADH + 2 H<SUP>+</SUP>	4-AMINO-BUTYRALDEHYDE, 4-AMINO-BUTYRATE, WATER, PROTON, NAD, NADH	
RXN-14209	4-aminobutanal + NADP<sup>+</sup> + H<sub>2</sub>O  =  4-aminobutanoate + NADPH + 2 H<SUP>+</SUP>	4-AMINO-BUTYRALDEHYDE, 4-AMINO-BUTYRATE, WATER, PROTON, NADP, NADPH	
GABATRANSAM-RXN	4-aminobutanoate + 2-oxoglutarate  &harr;  succinate semialdehyde + L-glutamate	2-KETOGLUTARATE, 4-AMINO-BUTYRATE, GLT, SUCC-S-ALD	
RXN-13328	4-aminobutanoate + glyoxylate  &harr;  succinate semialdehyde + glycine	4-AMINO-BUTYRATE, GLY, GLYOX, SUCC-S-ALD	
RXN-11222	4-aminobutanoate + L-histidine + ATP  &rarr;  homocarnosine + ADP + phosphate + H<SUP>+</SUP>	4-AMINO-BUTYRATE, ADP, ATP, PROTON, CPD-12185, HIS, Pi	
RXN-6902	4-aminobutanoate + pyruvate  &harr;  succinate semialdehyde + L-alanine	4-AMINO-BUTYRATE, L-ALPHA-ALANINE, PYRUVATE, SUCC-S-ALD	
TRANS-RXN-261	4-aminobutanoate<sub>[cytosol]</sub> + L-glutamate<sub>[periplasm]</sub>  &harr;  L-glutamate<sub>[cytosol]</sub> + 4-aminobutanoate<sub>[periplasm]</sub>	4-AMINO-BUTYRATE, GLT	
TRANS-RXN-57	4-aminobutanoate<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &harr;  4-aminobutanoate<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	4-AMINO-BUTYRATE, PROTON	
R13-RXN	4-aminoimidazole + H<sub>2</sub>O + H<SUP>+</SUP>  &rarr;  ammonium + 3,5-dihydro-4H-imidazol-4-one	CPD-60, CPD-54, AMMONIUM, WATER, PROTON	
RXN-13560	4-aminophenol + H<sub>2</sub>O + H<SUP>+</SUP>  &rarr;  hydroquinone + ammonium	CPD-259, AMMONIUM, WATER, PROTON, HYDROQUINONE	
RXN-17342	4-bromo-2,3-dihydrodiol-diphenyl ether + NAD<sup>+</sup>  =  4-bromo-2,3-dihydroxydiphenyl ether + NADH + H<SUP>+</SUP>	CPD-18745, CPD-18746, PROTON, NAD, NADH	
RXN-17344	4-bromo-2,3-dihydroxydiphenyl ether + oxygen  =  (2Z,4E)-2-hydroxy-6-oxo-(4-bromophenoxy)-hexa-2,4-dienoate + H<SUP>+</SUP>	CPD-18750, CPD-18746, PROTON, OXYGEN-MOLECULE	
RXN-17341	4-bromodiphenyl ether + NADH + oxygen + H<SUP>+</SUP>  =  4-bromo-2,3-dihydrodiol-diphenyl ether + NAD<sup>+</sup>	CPD-18745, CPD-18743, PROTON, NAD, NADH, OXYGEN-MOLECULE	
RXN-10893	4-carboxy-2-hydroxy-6-methoxy-6-oxohexa-2,4-dienoate + H<sub>2</sub>O  &rarr;  (1<i>Z</i>,3<i>Z</i>)-4-hydroxybuta-1,3-diene-1,2,4-tricarboxylate + methanol + H<SUP>+</SUP>	CPD-185, CPD-13530, WATER, PROTON, METOH	
R107-RXN	4-carboxy-2-hydroxymuconate-6-semialdehyde  &rarr;  2-hydroxy-4-carboxymuconate semialdehyde hemiacetal	CPD-2542, CPD-87	
CYDTER-RXN	4-carboxybenzaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &harr;  terephthalate + NADH + 2 H<SUP>+</SUP>	4-CARBOXYBENZALDEHYDE, WATER, PROTON, NAD, NADH, TEREPHTHALATE	
COLCYD-RXN	4-carboxybenzyl alcohol + NAD<sup>+</sup>  &harr;  4-carboxybenzaldehyde + NADH + H<SUP>+</SUP>	4-CARBOXYBENZALDEHYDE, 4-CARBOXYBENZYL-ALCOHOL, PROTON, NAD, NADH	
RXN-9864	4-chloro-2-methylphenoxyacetate + 2-oxoglutarate + oxygen  &rarr;  2-methyl-4-chlorophenol + glyoxylate + succinate + CO<SUB>2</SUB>	CPD-10615, 2-KETOGLUTARATE, CPD-10614, CARBON-DIOXIDE, GLYOX, OXYGEN-MOLECULE, SUC	
RXN-11719	4-chloro-3-hydroxybutyryl-CoA  &rarr;  4-chloro-crotonyl-CoA + H<sub>2</sub>O	CPD-12679, CPD-12680, WATER	
RXN-11720	4-chloro-crotonyl-CoA + CO<SUB>2</SUB> + NADH  &rarr;  chloroethylmalonyl-CoA + NAD<sup>+</sup>	CPD-12680, CPD-12675, CARBON-DIOXIDE, NAD, NADH	
4-CHLOROBENZOATE-DEHALOGENASE-RXN	4-chlorobenzoate + H<sub>2</sub>O  &rarr;  chloride + 4-hydroxybenzoate + H<SUP>+</SUP>	CPD-615, 4-hydroxybenzoate, CL-, WATER, PROTON	
1.3.1.63-RXN	4-chlorobenzoyl-coA + chloride + NADP<sup>+</sup>  &larr;  2,4-dichlorobenzoyl-CoA + NADPH	24-DICHLOROBENZOYL-COA, CPD-1776, CL-, NADP, NADPH	
3.8.1.7-RXN	4-chlorobenzoyl-coA + H<sub>2</sub>O  &rarr;  chloride + 4-hydroxybenzoyl-CoA + H<SUP>+</SUP>	CPD-1776, CPD-201, CL-, WATER, PROTON	
RXN-9870	4-chlorocatechol + oxygen  &rarr;  3-chloro-<i>cis</i>,<i>cis</i>-muconate + 2 H<SUP>+</SUP>	CPD-279, CPD-9152, PROTON, OXYGEN-MOLECULE	
RXN-10116	4-chlorophenol + chloride + an oxidized unknown electron carrier + H<SUP>+</SUP>  &larr;  2,4-dichlorophenol + a reduced unknown electron carrier	24-DICHLOROPHENOL, CPD-10870, Donor-H2, CL-, PROTON	
RXN-10125	4-chlorophenol + NADPH + oxygen + H<SUP>+</SUP>  &rarr;  4-chlorocatechol + NADP<sup>+</sup> + H<sub>2</sub>O	CPD-9152, CPD-10870, WATER, PROTON, NADP, NADPH, OXYGEN-MOLECULE	
1.14.12.9-RXN	4-chlorophenylacetate + NADH + oxygen  &rarr;  (3,4-dihydroxyphenyl)acetate + chloride + NAD<sup>+</sup>	CPD-782, CPD-1786, CL-, NAD, NADH, OXYGEN-MOLECULE	
3.5.5.5-RXN	4-chlorophenylacetonitrile + 2 H<sub>2</sub>O  =  ammonium + 4-chlorophenylacetate	CPD-1786, 4-CHLOROPHENYLACETONITRILE, AMMONIUM, WATER	
RXN-9912	4-chlorosalicylate + NADH + 2 H<SUP>+</SUP> + oxygen  &rarr;  4-chlorocatechol + CO<SUB>2</SUB> + NAD<sup>+</sup> + H<sub>2</sub>O	CPD-9152, CPD-10576, CARBON-DIOXIDE, WATER, PROTON, NAD, NADH, OXYGEN-MOLECULE	
RXN-16806	4-coumaraldehyde + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  caffealdehyde + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	COUMARALDEHYDE, CPD-18120, WATER, OXYGEN-MOLECULE	
RXN-14167	4-coumarate  &rarr;  2,4-dihydroxycinnamate	CPD-14005, COUMARATE	
RXN-1103	4-coumarate + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  <i>trans</i>-caffeate + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	COUMARATE, CPD-676, WATER, OXYGEN-MOLECULE	
RXN-18526	4-coumarate + ammonium  &rarr;  &beta;-tyrosine	CPD-16631, COUMARATE, AMMONIUM	
4-COUMARATE--COA-LIGASE-RXN	4-coumarate + ATP + coenzyme A  &rarr;  (<i>E</i>)-4-coumaroyl-CoA + AMP + diphosphate	P-COUMAROYL-COA, COUMARATE, AMP, ATP, CO-A, PPI	
RXN-14988	4-coumarate + FADH<SUB>2</SUB> + oxygen  &rarr;  <i>trans</i>-caffeate + FAD + H<sub>2</sub>O + H<SUP>+</SUP>	COUMARATE, CPD-676, FAD, FADH2, WATER, PROTON, OXYGEN-MOLECULE	
RXN-8871	4-coumarate + H<sub>2</sub>O  &rarr;  4-hydroxybenzaldehyde + acetate	COUMARATE, 4-HYDROXYBENZALDEHYDE, ACET, WATER	
RXN-802	4-coumarate + H<SUP>+</SUP>  &rarr;  4-vinylphenol + CO<SUB>2</SUB>	COUMARATE, CPD-1075, CARBON-DIOXIDE, PROTON	
RXN-7631	4-coumaroyl-3',4'-dihydroxyphenyllactate + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  rosmarinate + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	CPD-6978, WATER, OXYGEN-MOLECULE, CPD-6981	
RXN-7630	4-coumaroyl-4'-hydroxyphenyllactate + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  4-coumaroyl-3',4'-dihydroxyphenyllactate + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	CPD-6978, CPD-6976, WATER, OXYGEN-MOLECULE	
RXN-7628	4-coumaroyl-4'-hydroxyphenyllactate + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  caffeoyl-4'-hydroxyphenyllactate + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	CPD-6976, CPD-6979, WATER, OXYGEN-MOLECULE	
RXN-11254	4-coumaroylacetyl-CoA  &rarr;  4-coumaroyl-diketide + coenzyme A	CPD-12208, CPD-12184, CO-A	
