ID	Name	Matches	
DIHYDROXYMETVALDEHYDRAT-RXN	(<i>R</i>)-2,3-dihydroxy-3-methylpentanoate  &rarr;  (<i>S</i>)-3-methyl-2-oxopentanoate + H<sub>2</sub>O	ILEUSYN-PWY, PWY-5101, PWY-5103, PWY-5104, BRANCHED-CHAIN-AA-SYN-PWY, PWY-3001, THREOCAT-PWY	
RXN-16062	(<i>R</i>)-2,3-dihydroxy-3-methylpentanoate + NAD(P)<sup>+</sup>  &larr;  (<i>S</i>)-2-aceto-2-hydroxybutanoate + NAD(P)H + H<SUP>+</SUP>	PWY-5101, PWY-5104	
ACETOOHBUTREDUCTOISOM-RXN	(<i>R</i>)-2,3-dihydroxy-3-methylpentanoate + NADP<sup>+</sup>  &larr;  (<i>S</i>)-2-aceto-2-hydroxybutanoate + NADPH + H<SUP>+</SUP>	ILEUSYN-PWY, PWY-5103, BRANCHED-CHAIN-AA-SYN-PWY, PWY-3001, THREOCAT-PWY	
RXN-863	(<i>R</i>)-2-benzylsuccinate  &larr;  toluene + fumarate	BENZCOA-PWY, PWY-81, PWY-5184	
RXN-16245	(<i>R</i>)-2-hydroxy-4-methylpentanoate + NAD<sup>+</sup>  &larr;  4-methyl-2-oxopentanoate + NADH + H<SUP>+</SUP>	PWY-7767	
RXN-16247	(<i>R</i>)-2-hydroxy-4-methylpentanoyl-CoA  &rarr;  4-methylpent-2-enoyl-CoA + H<sub>2</sub>O	PWY-7767	
KETOGLUTREDUCT-RXN	(<i>R</i>)-2-hydroxyglutarate + NAD<sup>+</sup>  &harr;  2-oxoglutarate + NADH + H<SUP>+</SUP>	P162-PWY	
RXN-15649	(<i>R</i>)-3,5-bisphosphomevalonate + H<SUP>+</SUP>  &rarr;  isopentenyl phosphate + CO<SUB>2</SUB> + phosphate	PWY-7524	
RXN-19898	(<i>R</i>)-3-(4-hydroxyphenyl)lactoyl-CoA  &rarr;  (<i>E</i>)-4-coumaroyl-CoA + H<sub>2</sub>O	PWY-8016	
INDOLELACTATE-DEHYDROGENASE-RXN	(<i>R</i>)-3-(indol-3-yl)lactate + NAD<sup>+</sup>  &larr;  (indol-3-yl)pyruvate + NADH + H<SUP>+</SUP>	TRPKYNCAT-PWY, PWY-8017	
RXN-19896	(<i>R</i>)-3-(indol-3-yl)lactoyl-CoA  &rarr;  3-(indol-3-yl)acryloyl-CoA + H<sub>2</sub>O	PWY-8017	
RXN-10816	(<i>R</i>)-3-(phenyl)lactate + NAD<sup>+</sup>  &larr;  3-phenyl-2-oxopropanoate + NADH + H<SUP>+</SUP>	PWY-6318, PWY-8014	
RXN-19883	(<i>R</i>)-3-(phenyl)lactoyl-CoA  &rarr;  cinnamoyl-CoA + H<sub>2</sub>O	PWY-8014	
3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	(<i>R</i>)-3-hydroxybutanoate + NAD<sup>+</sup>  &harr;  acetoacetate + NADH + H<SUP>+</SUP>	PWY66-367, PWY66-368	
RXN-14276	(<i>R</i>)-3-hydroxyoctanoyl-CoA  &larr;  (2<i>E</i>)-oct-2-enoyl-CoA + H<sub>2</sub>O	PWY-6920	
RXN-14275	(<i>R</i>)-3-hydroxyoctanoyl-CoA + NAD<sup>+</sup>  &rarr;  3-oxooctanoyl-CoA + NADH + H<SUP>+</SUP>	PWY-6920	
METHYLITACONATE-DELTA-ISOMERASE-RXN	(<i>R</i>)-3-methylitaconate  &rarr;  dimethylmaleate	PWY-5055, PWY-5062	
RXN66-555	(<i>R</i>)-4'-phosphopantothenate + L-cysteine + ATP  &rarr;  (R)-4'-phosphopantothenoyl-L-cysteine + AMP + diphosphate + H<SUP>+</SUP>	PWY-7851, COA-PWY-1, PWY-7850	
P-PANTOCYSLIG-RXN	(<i>R</i>)-4'-phosphopantothenate + L-cysteine + CTP  &rarr;  (R)-4'-phosphopantothenoyl-L-cysteine + CMP + diphosphate + H<SUP>+</SUP>	COA-PWY, PANTOSYN-PWY	
PHOSPHOMEVALONATE-KINASE-RXN	(<i>R</i>)-5-phosphomevalonate + ATP  &harr;  (R)-mevalonate diphosphate + ADP	PWY-6146, PWY-7391, PWY-922, PWY66-5, ERGOSTEROL-SYN-PWY, PWY-5910	
1.1.3.34-RXN	(<i>R</i>)-<i>N</i>-methylcoclaurine + (<i>S</i>)-<i>N</i>-methylcoclaurine + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  berbamunine + an oxidized [NADPH-hemoprotein reductase] + 2 H<sub>2</sub>O	PWY-5472	
GLYOXI-RXN	(<i>R</i>)-<i>S</i>-lactoylglutathione  &harr;  methylglyoxal + glutathione	PWY-5386, METHGLYUT-PWY	
GLYOXII-RXN	(<i>R</i>)-<i>S</i>-lactoylglutathione + H<sub>2</sub>O  &rarr;  glutathione + (<i>R</i>)-lactate + H<SUP>+</SUP>	PWY-5386, METHGLYUT-PWY	
RXN-865	(<i>R</i>)-benzylsuccinyl-CoA + an oxidized electron-transfer flavoprotein + H<SUP>+</SUP>  &rarr;  (<i>E</i>)-2-benzylidenesuccinyl-CoA + a reduced electron-transfer flavoprotein	BENZCOA-PWY, PWY-81, PWY-5184	
GKI-RXN	(<i>R</i>)-glycerate + ATP  &rarr;  2-phospho-D-glycerate + ADP + H<SUP>+</SUP>	PWY0-1300, GLUCARDEG-PWY, GALACTARDEG-PWY, NPGLUCAT-PWY, PWY-1622, GLYCOLATEMET-PWY, GLUCARGALACTSUPER-PWY, GLYCOL-GLYOXDEG-PWY, PWY-6516	
GLY3KIN-RXN	(<i>R</i>)-glycerate + ATP  &rarr;  3-phospho-D-glycerate + ADP + H<SUP>+</SUP>	PWY-181	
HYDROXYPYRUVATE-REDUCTASE-RXN	(<i>R</i>)-glycerate + NAD(P)<sup>+</sup>  &harr;  hydroxypyruvate + NAD(P)H + H<SUP>+</SUP>	PWY-1622, PWY-8011	
TSA-REDUCT-RXN	(<i>R</i>)-glycerate + NAD(P)<sup>+</sup>  &larr;  tartronate semialdehyde + NAD(P)H + H<SUP>+</SUP>	GLUCARDEG-PWY, GALACTARDEG-PWY, GLUCARGALACTSUPER-PWY, PWY-6516	
GLYCERATE-DEHYDROGENASE-RXN	(<i>R</i>)-glycerate + NAD<sup>+</sup>  &harr;  hydroxypyruvate + NADH + H<SUP>+</SUP>	PWY-181	
RXN0-5289	(<i>R</i>)-glycerate + NAD<sup>+</sup>  &harr;  tartronate semialdehyde + NADH + H<SUP>+</SUP>	GLYCOLATEMET-PWY, GLYCOL-GLYOXDEG-PWY	
D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN	(<i>R</i>)-lactate + 2 an oxidized <i>c</i>-type cytochrome  &rarr;  pyruvate + 2 a reduced <i>c</i>-type cytochrome + 2 H<SUP>+</SUP>	MGLDLCTANA-PWY	
DLACTDEHYDROGFAD-RXN	(<i>R</i>)-lactate + a ubiquinone<SUB>[inner membrane]</SUB>  &rarr;  pyruvate + an ubiquinol<SUB>[inner membrane]</SUB>	PWY-7425, PWY0-1565, PWY-5386, METHGLYUT-PWY	
DLACTDEHYDROGNAD-RXN	(<i>R</i>)-lactate + NAD<sup>+</sup>  &larr;  pyruvate + NADH + H<SUP>+</SUP>	P122-PWY, ALACAT2-PWY, PROPFERM-PWY, FERMENTATION-PWY, PWY4LZ-257, PWY-6901, PWY-6454	
LACTOYL-COA-DEHYDRATASE-RXN	(<i>R</i>)-lactoyl-CoA  &rarr;  acryloyl-CoA + H<sub>2</sub>O	PROPFERM-PWY, PWY-5494	
MANDELONITRILE-LYASE-RXN	(<i>R</i>)-mandelonitrile  &rarr;  hydrogen cyanide + benzaldehyde	PWY-6011, PWY-7093	
MEVALONATE-KINASE-RXN	(<i>R</i>)-mevalonate + ATP  &harr;  (<i>R</i>)-5-phosphomevalonate + ADP + H<SUP>+</SUP>	PWY-6146, PWY-7391, PWY-922, PWY-6174, PWY66-5, ERGOSTEROL-SYN-PWY, PWY-5910	
RXN-15647	(<i>R</i>)-mevalonate + ATP  &rarr;  (<i>R</i>)-mevalonate 3-phosphate + ADP + H<SUP>+</SUP>	PWY-7524	
HYDROXYMETHYLGLUTARYL-COA-REDUCTASE-RXN	(<i>R</i>)-mevalonate + coenzyme A + 2 NAD<sup>+</sup>  &harr;  (<i>S</i>)-3-hydroxy-3-methylglutaryl-CoA + 2 NADH + 2 H<SUP>+</SUP>	PWY-5074	
1.1.1.34-RXN	(<i>R</i>)-mevalonate + coenzyme A + 2 NADP<sup>+</sup>  &harr;  (<i>S</i>)-3-hydroxy-3-methylglutaryl-CoA + 2 NADPH + 2 H<SUP>+</SUP>	PWY-6146, PWY-7391, PWY-922, PWY-6174, PWY-7524, PWY66-5, ERGOSTEROL-SYN-PWY, PWY-5910	
RXN-15648	(<i>R</i>)-mevalonate 3-phosphate + ATP  &rarr;  (<i>R</i>)-3,5-bisphosphomevalonate + ADP + H<SUP>+</SUP>	PWY-7524	
RXN-12752	(<i>R</i>)-NADHX  &rarr;  (<i>S</i>)-NADHX	PWY-6938	
R161-RXN	(<i>R</i>)-nicotine + an oxidized unknown electron carrier + H<sub>2</sub>O  &rarr;  (R)-6-hydroxynicotine + a reduced unknown electron carrier	P181-PWY	
RXN-10907	(<i>R</i>)-noradrenaline + H<sub>2</sub>O + oxygen  &rarr;  3,4-dihydroxyphenylglycolaldehyde + ammonium + hydrogen peroxide	PWY-6342	
RXN-6401	(<i>R</i>)-pantolactone + &beta;-alanine  &harr;  (<i>R</i>)-pantothenate + H<SUP>+</SUP>	PWY-3961	
1.1.1.168-RXN	(<i>R</i>)-pantolactone + NADP<sup>+</sup>  &larr;  2-dehydropantolactone + NADPH + H<SUP>+</SUP>	PWY-3961	
PANTOTHENATE-KIN-RXN	(<i>R</i>)-pantothenate + ATP  &rarr;  (<i>R</i>)-4'-phosphopantothenate + ADP + H<SUP>+</SUP>	PANTO-PWY, PWY-3961, PANTOSYN-PWY, PWY-4221, COA-PWY-1	
RXN-8641	(<i>R</i>)-propane-1,2-diol + NAD<sup>+</sup>  &larr;  (R)-lactaldehyde + NADH + H<SUP>+</SUP>	MGLDLCTANA-PWY	
PRUNASIN-BETA-GLUCOSIDASE-RXN	(<i>R</i>)-prunasin + H<sub>2</sub>O  &rarr;  (<i>R</i>)-mandelonitrile + D-glucopyranose	PWY-6011	
SYNEPHRINE-DEHYDRATASE-RXN	(<i>R</i>)-synephrine  &rarr;  (4-hydroxyphenyl)acetaldehyde + methylamine	PWY-7431	
RXN-11903	(<i>S</i>)-&beta;-bisabolene  &rarr;  (<i>S</i>)-&beta;-macrocarpene	PWY-6888	
RXN-12656	(<i>S</i>)-&beta;-macrocarpene + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  [(4S)-4-(5,5-dimethylcyclohex-1-en-1-yl)-cyclohex-1-en-1-yl] methanol + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	PWY-6888	
ALLANTOINASE-RXN	(<i>S</i>)-(+)-allantoin + H<sub>2</sub>O  &rarr;  allantoate + H<SUP>+</SUP>	PWY0-41, PWY-5694, PWY-5692, PWY-5705, PWY-5697, PWY-5698, URDEGR-PWY, ALLANTOINDEG-PWY, P165-PWY	
RXN-19906	(<i>S</i>)-1-hydroxy-<i>N</i>-methylcanadine + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  (13<i>S</i>,14<i>R</i>)-1,13-dihydroxy-<i>N</i>-methylcanadine + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	PWY-7138	
RXN-1302	(<i>S</i>)-1-phenylethanol + NAD<sup>+</sup>  &harr;  acetophenone + NADH + H<SUP>+</SUP>	PWY-481	
SPONTPRO-RXN	(<i>S</i>)-1-pyrroline-5-carboxylate + H<SUP>+</SUP> + H<sub>2</sub>O  &harr;  L-glutamate-5-semialdehyde	PWY-6853, PWY-7770, PWY-6922, ARGORNPROST-PWY, ARG-PRO-PWY, CITRULBIO-PWY, PWY-6344, PROSYN-PWY, PWY-4981, PWY-3341, PROUT-PWY, PWY-5004	
RXN-8947	(<i>S</i>)-1-pyrroline-5-carboxylate + malonyl-CoA + H<SUP>+</SUP> + H<sub>2</sub>O  &rarr;  (2<i>S</i>,5<i>S</i>)-5-carboxymethyl proline + CO<SUB>2</SUB> + coenzyme A	PWY-5737	
RXN-19260	(<i>S</i>)-2,3,4,5-tetrahydrodipicolinate  &rarr;  tabtoxinine-&beta;-lactam	PWY-7954	
RXN-4821	(<i>S</i>)-2,3,4,5-tetrahydrodipicolinate + H<SUP>+</SUP> + H<sub>2</sub>O  &harr;  L-&alpha;-amino-&epsilon;-keto-pimelate	PWY-2942	
RXN-14014	(<i>S</i>)-2,3,4,5-tetrahydrodipicolinate + NAD(P)<sup>+</sup> + H<sub>2</sub>O  &larr;  (2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate + NAD(P)H + H<SUP>+</SUP>	PWY0-781, DAPLYSINESYN-PWY, PWY-2941, PWY-2942, PWY-5097, P4-PWY, PWY-724	
TETHYDPICSUCC-RXN	(<i>S</i>)-2,3,4,5-tetrahydrodipicolinate + succinyl-CoA + H<sub>2</sub>O  &rarr;  <i>N</i>-succinyl-2-amino-6-ketopimelate + coenzyme A	PWY0-781, DAPLYSINESYN-PWY, P4-PWY	
RXN-6081	(<i>S</i>)-2-acetolactate + an oxidized unknown electron carrier + H<SUP>+</SUP>  &rarr;  diacetyl + CO<SUB>2</SUB> + a reduced unknown electron carrier	PWY-5938, PWY-6389, P125-PWY, PWY-6396	
ACETOLACTATE-DECARBOXYLASE-RXN	(<i>S</i>)-2-acetolactate + H<SUP>+</SUP>  &rarr;  (R)-acetoin + CO<SUB>2</SUB>	PWY-5939, P125-PWY	
RXN-8173	(<i>S</i>)-2-amino-6-oxohexanoate  &harr;  1-piperideine 6-carboxylate + H<sub>2</sub>O + H<SUP>+</SUP>	PWY-5324, PWY-5298, PWY-5314, PWY-5327	
1.2.1.31-RXN	(<i>S</i>)-2-amino-6-oxohexanoate + NAD(P)<sup>+</sup> + H<sub>2</sub>O  &rarr;  L-2-aminoadipate + NAD(P)H + 2 H<SUP>+</SUP>	LYSINE-DEG1-PWY, PWY-5327	
RXN-15138	(<i>S</i>)-2-chloropropanoate + H<sub>2</sub>O  &rarr;  (<i>R</i>)-lactate + chloride + H<SUP>+</SUP>	PWY-7425	
RXN-14536	(<i>S</i>)-2-chloropropanoate + NADP<sup>+</sup>  &larr;  2-chloroacrylate + NADPH + H<SUP>+</SUP>	PWY-7425	
RXN0-7319	(<i>S</i>)-2-hydroxyglutarate + an electron-transfer quinone  &rarr;  2-oxoglutarate + an electron-transfer quinol	PWY0-461, PWY-5327	
RXN-7640	(<i>S</i>)-2-hydroxymethylglutarate  &rarr;  2-methyleneglutarate + H<sub>2</sub>O	PWY-5055, PWY-5062	
1.1.1.291-RXN	(<i>S</i>)-2-hydroxymethylglutarate + NAD<sup>+</sup>  &larr;  (<i>S</i>)-2-formylglutarate + NADH + H<SUP>+</SUP>	PWY-5055, PWY-5062	
RXN-9011	(<i>S</i>)-2-hydroxypropylphosphonate + hydrogen peroxide  &rarr;  fosfomycin + 2 H<sub>2</sub>O	PWY-5757	
RXN-20167	(<i>S</i>)-2-methylscoulerine + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  dihydroberbine + an oxidized [NADPH-hemoprotein reductase] + 2 H<sub>2</sub>O	PWY-8031	
RXN-6201	(<i>S</i>)-2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline + H<SUP>+</SUP>  &rarr;  (<i>S</i>)-(+)-allantoin + CO<SUB>2</SUB>	P165-PWY, PWY-5691, PWY-7394, PWY-7849, URSIN-PWY	
RXN-12765	(<i>S</i>)-2-phenyloxirane  &rarr;  phenylacetaldehyde	PWY-6941	
RXN-15778	(<i>S</i>)-3-acetyloctanal + an L-amino acid  &rarr;  2-methyl-3-pentyl-4,5-dihydro-3H-pyrrole + a 2-oxo acid + H<sub>2</sub>O	PWY-7547	
4.3.1.14-RXN	(<i>S</i>)-3-aminobutanoyl-CoA  &rarr;  ammonium + crotonyl-CoA	P163-PWY, PWY-5327	
METHYLGLUTACONYL-COA-HYDRATASE-RXN	(<i>S</i>)-3-hydroxy-3-methylglutaryl-CoA  &harr;  3-methylglutaconyl-CoA + H<sub>2</sub>O	PWY-7571, LEU-DEG2-PWY	
HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN	(<i>S</i>)-3-hydroxy-3-methylglutaryl-CoA  &rarr;  acetoacetate + acetyl-CoA	PWY66-367, LEU-DEG2-PWY, PWY-5074	
3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN	(<i>S</i>)-3-hydroxy-isobutanoate + NAD<sup>+</sup>  &rarr;  (<i>S</i>)-methylmalonate-semialdehyde + NADH + H<SUP>+</SUP>	VALDEG-PWY	
METHYLACYLYLCOA-HYDROXY-RXN	(<i>S</i>)-3-hydroxy-isobutanoyl-CoA  &harr;  methylacrylyl-CoA + H<sub>2</sub>O	VALDEG-PWY	
3-HYDROXYISOBUTYRYL-COA-HYDROLASE-RXN	(<i>S</i>)-3-hydroxy-isobutanoyl-CoA + H<sub>2</sub>O  &rarr;  (<i>S</i>)-3-hydroxy-isobutanoate + coenzyme A + H<SUP>+</SUP>	VALDEG-PWY	
RXN-11667	(<i>S</i>)-3-hydroxybutanoyl-CoA  &harr;  crotonyl-CoA + H<sub>2</sub>O	PWY-6886, PWY-5789, PWY-7402, PWY-7401, P3-PWY, PWY-5177, PWY-7003, P162-PWY, GLUDEG-II-PWY, TRYPTOPHAN-DEGRADATION-1, CENTFERM-PWY, PWY-6583, PWY-6883, PWY-6863, PWY-6604, PWY-6590, PWY-6594, PWY-5184	
RXN-14251	(<i>S</i>)-3-hydroxybutanoyl-CoA + H<sub>2</sub>O  &rarr;  (<i>S</i>)-3-hydroxybutanoate + coenzyme A + H<SUP>+</SUP>	PWY-7216, PWY-7218	
RXN-11662	(<i>S</i>)-3-hydroxybutanoyl-CoA + NAD<sup>+</sup>  &harr;  acetoacetyl-CoA + NADH + H<SUP>+</SUP>	PWY-7216, PWY-6886, PWY-7778, PWY-5789, PWY-7402, PWY-7401, PWY-5177, PWY-7003, P162-PWY, GLUDEG-II-PWY, TRYPTOPHAN-DEGRADATION-1, PWY-7779, PWY-7218, CENTFERM-PWY, PWY-6583, PWY-6883, PWY-6863, PWY-6604, PWY-6590, PWY-6594, PWY-5184	
RXN-13616	(<i>S</i>)-3-hydroxydecanoyl-CoA  &larr;  (2E)-dec-2-enoyl-CoA + H<sub>2</sub>O	PWY-7094	
RXN-12490	(<i>S</i>)-3-hydroxydecanoyl-CoA + NAD<sup>+</sup>  &rarr;  3-oxodecanoyl-CoA + NADH + H<SUP>+</SUP>	PWY-7094	
RXN-12567	(<i>S</i>)-3-hydroxyhexanoyl-CoA  &rarr;  <i>trans</i>-hex-2-enoyl-CoA + H<sub>2</sub>O	PWY-6863	
RXN-12570	(<i>S</i>)-3-hydroxyhexanoyl-CoA + NAD<sup>+</sup>  &larr;  3-oxohexanoyl-CoA + NADH + H<SUP>+</SUP>	PWY-6863	
RXN-19503	(<i>S</i>)-3-methyl-2-oxopentanoate + 2 an oxidized ferredoxin [iron-sulfur] cluster + coenzyme A  &harr;  2-methylbutanoyl-CoA + CO<SUB>2</SUB> + 2 a reduced ferredoxin [iron-sulfur] cluster + H<SUP>+</SUP>	PWY-5108	
2KETO-3METHYLVALERATE-RXN	(<i>S</i>)-3-methyl-2-oxopentanoate + coenzyme A + NAD<sup>+</sup>  &harr;  2-methylbutanoyl-CoA + CO<SUB>2</SUB> + NADH	ILEUDEG-PWY	
4.1.1.72-RXN	(<i>S</i>)-3-methyl-2-oxopentanoate + H<SUP>+</SUP>  &rarr;  2-methylbutanal + CO<SUB>2</SUB>	PWY-5078	
RXN-12735	(<i>S</i>)-4-hydroxy-2-oxohexanoate  &harr;  pyruvate + 1-propanal	PWY-5644, PWY-6944, PWY-6928, PWY-6947, PWY-6937	
RXN-14412	(<i>S</i>)-4-hydroxy-2-oxohexanoate + an oxidized unknown electron carrier  &harr;  (3Z)-4-hydroxy-2-oxohexenoate + a reduced unknown electron carrier	PWY-5644	
MHPELY-RXN	(<i>S</i>)-4-hydroxy-2-oxopentanoate  &harr;  acetaldehyde + pyruvate	PWY-5162, PWY0-1277, PWY-5430, PWY-5273, PWY-5266, PWY-5415, PWY-5420, PWY-5655, PWY-6505, PWY-6957, PWY-6956, PWY-5183, PWY-6954, PWY-2504, PWY-5180, PWY-5182, PWY-5178, PWY-5179	
2-OXOPENT-4-ENOATE-HYDRATASE-RXN	(<i>S</i>)-4-hydroxy-2-oxopentanoate  &larr;  (2Z)-2-hydroxypenta-2,4-dienoate + H<sub>2</sub>O	PWY-5162, PWY0-1277, PWY-5430, PWY-5273, PWY-5266, PWY-5415, PWY-5420, PWY-5655, PWY-6505, PWY-6957, PWY-6956, PWY-5183, PWY-6954, PWY-2504, PWY-5180, PWY-5182, PWY-5178, PWY-5179	
HYDROXY-MANDELATE-RACEMASE-RXN	(<i>S</i>)-4-hydroxymandelate  &larr;  (R)-4-hydroxymandelate	4-HYDROXYMANDELATE-DEGRADATION-PWY, PWY-6954, PWY-2504	
4-HYDROXYMANDELATE-OXY-RXN	(<i>S</i>)-4-hydroxymandelate + an electron-transfer quinone  &rarr;  2-(4-hydroxyphenyl)-2-oxoacetate + an electron-transfer quinol	4-HYDROXYMANDELATE-DEGRADATION-PWY, PWY-6954, PWY-2504	
HYDROXYMANDELONITRILE-LYASE-RXN	(<i>S</i>)-4-hydroxymandelonitrile  &rarr;  4-hydroxybenzaldehyde + hydrogen cyanide	PWY-5976	
R125-RXN	(<i>S</i>)-5-amino-3-oxohexanoate + acetyl-CoA  &harr;  (<i>S</i>)-3-aminobutanoyl-CoA + acetoacetate	P163-PWY, PWY-5327	
3.5.2.17-RXN	(<i>S</i>)-5-hydroxyisourate<SUB>[periplasm]</SUB> + H<sub>2</sub>O<SUB>[periplasm]</SUB>  &rarr;  (<i>S</i>)-2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline<SUB>[periplasm]</SUB> + H<SUP>+</SUP><SUB>[periplasm]</SUB>	P165-PWY, PWY-5691, PWY-7394, PWY-7849, URSIN-PWY	
RXN-16526	(<i>S</i>)-6-hydroxynicotine + oxygen  &rarr;  6-hydroxy-<i>N</i>-methylmyosmine + hydrogen peroxide	P181-PWY, PWY-7128	
RXN-8180	(<i>S</i>)-<i>cis</i>-<i>N</i>-methylstylopine + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  protopine + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O + H<SUP>+</SUP>	PWY-5287	
RXN-13807	(<i>S</i>)-<i>N</i>-methylcanadine + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  (<i>S</i>)-1-hydroxy-<i>N</i>-methylcanadine + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	PWY-7138	
1.14.13.37-RXN	(<i>S</i>)-<i>N</i>-methylcanadine + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  allocryptopine + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O + H<SUP>+</SUP>	PWY-7507	
1.14.13.71-RXN	(<i>S</i>)-<i>N</i>-methylcoclaurine + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  (<i>S</i>)-3'-hydroxy-<i>N</i>-methylcoclaurine + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	PWY-3581	
HYOSCYAMINE-6-DIOXYGENASE-RXN	(<i>S</i>)-atropine + 2-oxoglutarate + oxygen  &rarr;  (6S)-hydroxyhyoscyamine + succinate + CO<SUB>2</SUB>	PWY-5317, PWY-7341	
TETRAHYDROBERBERINE-OXIDASE-RXN	(<i>S</i>)-canadine + 2 oxygen + H<SUP>+</SUP>  &rarr;  berberine + 2 hydrogen peroxide	PWY-3901	
1.1.3.32-RXN	(<i>S</i>)-cheilanthifoline + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  (<i>S</i>)-stylopine + an oxidized [NADPH-hemoprotein reductase] + 2 H<sub>2</sub>O	PWY-8030, PWY-5287	
S-2-METHYLMALATE-DEHYDRATASE-RXN	(<i>S</i>)-citramalate  &harr;  mesaconate + H<sub>2</sub>O	PWY-5087, GLUDEG-II-PWY, PWY-5088	
CITRAMALATE-LYASE-RXN	(<i>S</i>)-citramalate  &harr;  pyruvate + acetate	PWY-5087, GLUDEG-II-PWY, PWY-5088	
RXN-11641	(<i>S</i>)-dihydrodaidzein + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  (3R)-2'-hydroxydihydrodaidzein + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	PWY-6332	
RXN-13101	(<i>S</i>)-dihydrodaidzein + NADPH + H<SUP>+</SUP>  &rarr;  (3<i>R</i>,4<i>S</i>)-tetrahydrodaidzein + NADP<sup>+</sup>	PWY-6996	
DIHYDROOROTATE-DEHYDROGENASE-RXN	(<i>S</i>)-dihydroorotate + an electron-transfer quinone<SUB>[inner membrane]</SUB>  &rarr;  orotate + an electron-transfer quinol<SUB>[inner membrane]</SUB>	PRPP-PWY, PWY-7211, PWY0-162, PWY-5686	
RXN-9929	(<i>S</i>)-dihydroorotate + fumarate  &rarr;  orotate + succinate	PWY-7790	
DIHYDROOROT-RXN	(<i>S</i>)-dihydroorotate + H<sub>2</sub>O  &harr;  <i>N</i>-carbamoyl-L-aspartate + H<SUP>+</SUP>	PRPP-PWY, PWY-7211, PWY0-162, PWY-5686, PWY-7790, PWY-7791	
OROTATE-REDUCTASE-NADH-RXN	(<i>S</i>)-dihydroorotate + NAD<sup>+</sup>  &rarr;  orotate + NADH + H<SUP>+</SUP>	PWY-7791	
RXN-10064	(<i>S</i>)-lactaldehyde + an oxidized coenzyme F<sub>420</sub>  &larr;  methylglyoxal + a reduced coenzyme F<sub>420</sub>	PWY-5197	
RXN-15729	(<i>S</i>)-lactaldehyde + coenzyme A + NAD<sup>+</sup>  &harr;  (<i>S</i>)-lactoyl-CoA + NADH + H<SUP>+</SUP>	PWY-7541	
LACTALDDEHYDROG-RXN	(<i>S</i>)-lactaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  (<i>S</i>)-lactate + NADH + 2 H<SUP>+</SUP>	PWY0-1317, PWY-6713, PWY-5197, PWY-5459, PWY-5458, FUC-RHAMCAT-PWY, METHGLYUT-PWY	
1.1.1.283-RXN	(<i>S</i>)-lactaldehyde + NADP<sup>+</sup>  &larr;  methylglyoxal + NADPH + H<SUP>+</SUP>	PWY-5459, PWY-5458, METHGLYUT-PWY	
RXN-12165	(<i>S</i>)-lactaldehyde + NADP<sup>+</sup> + H<sub>2</sub>O  &rarr;  (<i>S</i>)-lactate + NADPH + 2 H<SUP>+</SUP>	PWY-6713	
L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN	(<i>S</i>)-lactate + 2 an oxidized <i>c</i>-type cytochrome  &rarr;  pyruvate + 2 a reduced <i>c</i>-type cytochrome + 2 H<SUP>+</SUP>	PWY-5458	
L-LACTDEHYDROGFMN-RXN	(<i>S</i>)-lactate + an electron-transfer quinone<SUB>[inner membrane]</SUB>  &rarr;  pyruvate + an electron-transfer quinol<SUB>[inner membrane]</SUB>	PWY0-1317, PWY-5459, FUC-RHAMCAT-PWY, METHGLYUT-PWY	
RXN-8076	(<i>S</i>)-lactate + GTP  &rarr;  (2<i>S</i>)-2-phospholactate + GDP + H<SUP>+</SUP>	PWY-5198	
