pathwayID	Name	Matches
1CMET2-PWY	<i>N</i><sup>10</sup>-formyl-tetrahydrofolate biosynthesis	"a 5,10-methenyltetrahydrofolate + H<sub>2</sub>O  &harr;  an <i>N</i><sup>10</sup>-formyl-tetrahydrofolate + H<SUP>+</SUP>, a 5,10-methylene-tetrahydrofolate + dUMP  &rarr;  dTMP + a 7,8-dihydrofolate, a 5,10-methylene-tetrahydrofolate + NADP<sup>+</sup>  &harr;  a 5,10-methenyltetrahydrofolate + NADPH, a tetrahydrofolate + NADP<sup>+</sup>  &larr;  a 7,8-dihydrofolate + NADPH + H<SUP>+</SUP>, an (6<i>S</i>)-<i>N</i><sup>5</sup>-formyl-tetrahydrofolate + ATP  &rarr;  a 5,10-methenyltetrahydrofolate + ADP + phosphate, an <i>N</i><sup>5</sup>-methyltetrahydrofolate + NAD<sup>+</sup>  &larr;  a 5,10-methylene-tetrahydrofolate + NADH + H<SUP>+</SUP>, glycine + a tetrahydrofolate + NAD<sup>+</sup>  &harr;  a 5,10-methylene-tetrahydrofolate + ammonium + CO<SUB>2</SUB> + NADH, L-homocysteine + an <i>N</i><sup>5</sup>-methyltetrahydrofolate  &rarr;  L-methionine + a tetrahydrofolate, L-serine + a tetrahydrofolate  &harr;  glycine + a 5,10-methylene-tetrahydrofolate + H<sub>2</sub>O"
PWY-6631	<i>O</i> -methylation of tricetin	"<i>S</i>-adenosyl-L-methionine + 3',5'-<i>O</i>-dimethyltricetin  &rarr;  <i>S</i>-adenosyl-L-homocysteine + 3',4',5'-<i>O</i>-trimethyltricetin + H<SUP>+</SUP>, <i>S</i>-adenosyl-L-methionine + 3'-<i>O</i>-methyltricetin  &rarr;  <i>S</i>-adenosyl-L-homocysteine + 3',5'-<i>O</i>-dimethyltricetin + H<SUP>+</SUP>, tricetin + <i>S</i>-adenosyl-L-methionine  &rarr;  3'-<i>O</i>-methyltricetin + <i>S</i>-adenosyl-L-homocysteine + H<SUP>+</SUP>"
OANTIGEN-PWY	<i>O</i>-antigen building blocks biosynthesis (<i>E. coli</i>)	"&alpha;-D-glucopyranose 1-phosphate + dTTP + H<SUP>+</SUP>  &harr;  dTDP-&alpha;-D-glucose + diphosphate, &beta;-D-fructofuranose 6-phosphate + L-glutamine  &harr;  D-glucosamine 6-phosphate + L-glutamate, <i>N</i>-acetyl-&alpha;-D-glucosamine 1-phosphate + UTP + H<SUP>+</SUP>  &rarr;  UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine + diphosphate, D-glucopyranose 6-phosphate  &harr;  &beta;-D-fructofuranose 6-phosphate, D-glucosamine 1-phosphate + acetyl-CoA  &rarr;  <i>N</i>-acetyl-&alpha;-D-glucosamine 1-phosphate + coenzyme A + H<SUP>+</SUP>, D-glucosamine 6-phosphate  &harr;  D-glucosamine 1-phosphate, dTDP-&alpha;-D-glucose  &rarr;  dTDP-4-dehydro-6-deoxy-&alpha;-D-glucopyranose + H<sub>2</sub>O, dTDP-&beta;-L-rhamnose + NADP<sup>+</sup>  &larr;  dTDP-4-dehydro-&beta;-L-rhamnose + NADPH + H<SUP>+</SUP>, dTDP-4-dehydro-6-deoxy-&alpha;-D-glucopyranose  &rarr;  dTDP-4-dehydro-&beta;-L-rhamnose, UDP-&alpha;-D-galactose  &harr;  UDP-&alpha;-D-galactofuranose"
PWY-6752	<i>o</i>-diquinones biosynthesis	"2 catechol + oxygen  &rarr;  2 1,2-benzoquinone + 2 H<sub>2</sub>O"
PWY-5163	<I>p</I>-cumate degradation to 2-oxopent-4-enoate	"(2R,3S)-2,3-dihydroxy-2,3-dihydro-<I>p</I>-cumate + NAD<sup>+</sup>  &rarr;  2,3-dihydroxy-<I>p</I>-cumate + NADH + H<SUP>+</SUP>, 2,3-dihydroxy-<I>p</I>-cumate + oxygen  &rarr;  2-hydroxy-3-carboxy-6-oxo-7-methylocta-2,4-dienoate + H<SUP>+</SUP>, 2-hydroxy-3-carboxy-6-oxo-7-methylocta-2,4-dienoate + H<SUP>+</SUP>  &rarr;  2-hydroxy-7-methyl-6-oxo-2,4-octadienoate + CO<SUB>2</SUB>, 2-hydroxy-7-methyl-6-oxo-2,4-octadienoate + H<sub>2</sub>O  &rarr;  2-oxopent-4-enoate + isobutanoate + H<SUP>+</SUP>, <I>p</I>-cumate + NADH + H<SUP>+</SUP> + oxygen  &rarr;  (2R,3S)-2,3-dihydroxy-2,3-dihydro-<I>p</I>-cumate + NAD<sup>+</sup>"
PWY-741	<I>p</I>-cymene degradation to <I>p</I>-cumate	"4-isopropylbenzyl alcohol + NAD<sup>+</sup>  &rarr;  <I>p</I>-cumic aldehyde + NADH + H<SUP>+</SUP>, <I>p</I>-cumic aldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  <I>p</I>-cumate + NADH + 2 H<SUP>+</SUP>, <I>p</I>-cymene + NADH + H<SUP>+</SUP> + oxygen  &rarr;  4-isopropylbenzyl alcohol + NAD<sup>+</sup> + H<sub>2</sub>O"
PWY-5429	<i>p</i>-xylene degradation to <i>p</i>-toluate	"4-methylbenzaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  4-toluenecarboxylate + NADH + 2 H<SUP>+</SUP>, 4-methylbenzyl alcohol + NAD<sup>+</sup>  &rarr;  4-methylbenzaldehyde + NADH + H<SUP>+</SUP>, <i>p</i>-xylene + NADH + H<SUP>+</SUP> + oxygen  &rarr;  4-methylbenzyl alcohol + NAD<sup>+</sup> + H<sub>2</sub>O"
PWY-6151	<i>S</i>-adenosyl-L-methionine cycle I	"<i>S</i>-adenosyl-L-homocysteine + H<sub>2</sub>O  &rarr;  <i>S</i>-ribosyl-L-homocysteine + adenine, <i>S</i>-adenosyl-L-methionine + a demethylated methyl donor  &rarr;  <i>S</i>-adenosyl-L-homocysteine + a methylated methyl donor + H<SUP>+</SUP>, <i>S</i>-ribosyl-L-homocysteine  &rarr;  L-homocysteine + autoinducer 2, ATP + L-methionine + H<sub>2</sub>O  &rarr;  <i>S</i>-adenosyl-L-methionine + phosphate + diphosphate, L-homocysteine + <i>N</i><sup>5</sup>-methyltetrahydropteroyl tri-L-glutamate  &harr;  L-methionine + tetrahydropteroyl tri-L-glutamate"
PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II	"<i>S</i>-adenosyl-L-homocysteine + H<sub>2</sub>O  &harr;  L-homocysteine + adenosine, <i>S</i>-adenosyl-L-methionine + a demethylated methyl donor  &rarr;  <i>S</i>-adenosyl-L-homocysteine + a methylated methyl donor + H<SUP>+</SUP>, ATP + L-methionine + H<sub>2</sub>O  &rarr;  <i>S</i>-adenosyl-L-methionine + phosphate + diphosphate, L-homocysteine + <i>N</i><sup>5</sup>-methyltetrahydropteroyl tri-L-glutamate  &harr;  L-methionine + tetrahydropteroyl tri-L-glutamate"
PWY-6754	<i>S</i>-methyl-5'-thioadenosine degradation I	"<i>S</i>-methyl-5'-thioadenosine + H<sub>2</sub>O  &rarr;  <i>S</i>-methyl-5-thio-D-ribose + adenine, ATP + <i>S</i>-methyl-5-thio-D-ribose  &rarr;  ADP + <i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate + H<SUP>+</SUP>"
PWY-6756	<i>S</i>-methyl-5'-thioadenosine degradation II	<i>S</i>-methyl-5'-thioadenosine + phosphate  &rarr;  adenine + <i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate
PWY-6753	<i>S</i>-methyl-5'-thioadenosine degradation III	"<i>S</i>-methyl-5'-thioadenosine + H<SUP>+</SUP> + H<sub>2</sub>O  &rarr;  <i>S</i>-methyl-5'-thioinosine + ammonium, <i>S</i>-methyl-5'-thioinosine + phosphate  &rarr;  hypoxanthine + <i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate"
PWY0-1391	<i>S</i>-methyl-5'-thioadenosine degradation IV	<i>S</i>-methyl-5'-thioadenosine + H<sub>2</sub>O  &rarr;  <i>S</i>-methyl-5-thio-D-ribose + adenine
PWY-4361	<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation	"1,2-dihydroxy-5-(methylthio)pent-1-en-3-one + oxygen  &rarr;  4-(methylthio)-2-oxobutanoate + formate + H<SUP>+</SUP>, 2-hydroxy-5-(methylthio)-3-oxopent-1-enyl 1-phosphate + H<sub>2</sub>O  &rarr;  1,2-dihydroxy-5-(methylthio)pent-1-en-3-one + phosphate, 2-oxoglutaramate + H<sub>2</sub>O  &rarr;  2-oxoglutarate + ammonium, 5-(methylthio)-2,3-dioxopentyl 1-phosphate  &rarr;  2-hydroxy-5-(methylthio)-3-oxopent-1-enyl 1-phosphate + H<SUP>+</SUP>, 5-methylthioribulose 1-phosphate  &rarr;  5-(methylthio)-2,3-dioxopentyl 1-phosphate + H<sub>2</sub>O, <i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate  &rarr;  5-methylthioribulose 1-phosphate, L-methionine + 2-oxoglutaramate  &harr;  4-(methylthio)-2-oxobutanoate + L-glutamine"
PWY-7174	<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation II	"1-methylthio-xylulose 5-phosphate + a reduced electron acceptor  &rarr;  1-deoxy-D-xylulose 5-phosphate + methanethiol + an oxidized electron acceptor, 5-methylthioribulose 1-phosphate  &rarr;  1-methylthio-xylulose 5-phosphate, <i>O</i>-acetyl-L-homoserine + methanethiol  &rarr;  L-methionine + acetate + H<SUP>+</SUP>, <i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate  &rarr;  5-methylthioribulose 1-phosphate"
PWY-7656	<i>Spodoptera littoralis</i> pheromone biosynthesis	"(11<i>E</i>)-tetradecenol + acetyl-CoA  &rarr;  (11<i>E</i>)-tetradecen-1-yl acetate + coenzyme A, (11<i>E</i>)-tetradecenoyl-CoA + 2 a ferrocytochrome <i>b<SUB>5</SUB></i> + oxygen + 2 H<SUP>+</SUP>  &rarr;  (9<i>Z</i>,11<i>E</i>)-tetradec-9,11-dienoyl-CoA + 2 a ferricytochrome <i>b<sub>5</sub></i> + 2 H<sub>2</sub>O, (11<i>E</i>)-tetradecenoyl-CoA + 2 NADPH + 2 H<SUP>+</SUP>  &rarr;  (11<i>E</i>)-tetradecenol + coenzyme A + 2 NADP<sup>+</sup>, (11<i>Z</i>)-(S)-3-hydroxyhexadec-11-enoyl-CoA  &larr;  (2<i>E</i>,11<i>Z</i>)-hexadec-2,11-dienoyl-CoA + H<sub>2</sub>O, (11<i>Z</i>)-(S)-3-hydroxyhexadec-11-enoyl-CoA + NAD<sup>+</sup>  &harr;  (11<i>Z</i>)-3-oxo-hexadecenoyl-CoA + NADH + H<SUP>+</SUP>, (11<i>Z</i>)-hexadecenoyl-CoA + an oxidized electron-transfer flavoprotein + H<SUP>+</SUP>  &rarr;  (2<i>E</i>,11<i>Z</i>)-hexadec-2,11-dienoyl-CoA + a reduced electron-transfer flavoprotein, (11<i>Z</i>)-tetradecenol + acetyl-CoA  &rarr;  (11<i>Z</i>)-tetradecen-1-yl acetate + coenzyme A, (11<i>Z</i>)-tetradecenoyl-CoA + 2 NADPH + 2 H<SUP>+</SUP>  &rarr;  (11<i>Z</i>)-tetradecenol + coenzyme A + 2 NADP<sup>+</sup>, (9<i>Z</i>)-tetradecenol + acetyl-CoA  &rarr;  (9<i>Z</i>)-tetradecen-1-yl acetate + coenzyme A, (9<i>Z</i>)-tetradecenoyl-CoA + 2 NADPH + 2 H<SUP>+</SUP>  &rarr;  (9<i>Z</i>)-tetradecenol + coenzyme A + 2 NADP<sup>+</sup>, (9<i>Z</i>,11<i>E</i>)-tetradec-9,11-dienoyl-CoA + 2 NADPH + 2 H<SUP>+</SUP>  &rarr;  (9<i>Z</i>,11<i>E</i>)-tetradeca-9,11-dien-1-ol + coenzyme A + 2 NADP<sup>+</sup>, (9<i>Z</i>,11<i>E</i>)-tetradeca-9,11-dien-1-ol + acetyl-CoA  &rarr;  (9<i>Z</i>,11<i>E</i>)-tetradeca-9,11-dien-1-yl acetate + coenzyme A, (S)-3-hydroxyhexadecanoyl-CoA  &larr;  trans-hexadec-2-enoyl-CoA + H<sub>2</sub>O, (S)-3-hydroxyhexadecanoyl-CoA + NAD<sup>+</sup>  &harr;  3-oxo-palmitoyl-CoA + NADH + H<SUP>+</SUP>, 1-tetradecanol + acetyl-CoA  &rarr;  tetradecan-1-yl acetate + coenzyme A, acetyl-CoA + (9<i>Z</i>)-tetradecenoyl-CoA  &larr;  (11<i>Z</i>)-3-oxo-hexadecenoyl-CoA + coenzyme A, acetyl-CoA + myristoyl-CoA  &larr;  3-oxo-palmitoyl-CoA + coenzyme A, myristoyl-CoA + 2 a ferrocytochrome <i>b<SUB>5</SUB></i> + oxygen + 2 H<SUP>+</SUP>  &rarr;  (11<i>E</i>)-tetradecenoyl-CoA + 2 a ferricytochrome <i>b<sub>5</sub></i> + 2 H<sub>2</sub>O, myristoyl-CoA + 2 a ferrocytochrome <i>b<SUB>5</SUB></i> + oxygen + 2 H<SUP>+</SUP>  &rarr;  (11<i>Z</i>)-tetradecenoyl-CoA + 2 a ferricytochrome <i>b<sub>5</sub></i> + 2 H<sub>2</sub>O, myristoyl-CoA + 2 NADPH + 2 H<SUP>+</SUP>  &rarr;  1-tetradecanol + coenzyme A + 2 NADP<sup>+</sup>, palmitoyl-CoA + 2 a ferrocytochrome <i>b<SUB>5</SUB></i> + oxygen + 2 H<SUP>+</SUP>  &rarr;  (11<i>Z</i>)-hexadecenoyl-CoA + 2 a ferricytochrome <i>b<sub>5</sub></i> + 2 H<sub>2</sub>O, palmitoyl-CoA + an oxidized electron-transfer flavoprotein + H<SUP>+</SUP>  &rarr;  trans-hexadec-2-enoyl-CoA + a reduced electron-transfer flavoprotein"
PWY-5867	<i>t</i>-anethole biosynthesis	"<i>trans</i>-anol + <i>S</i>-adenosyl-L-methionine  &rarr;  <i>t</i>-anethole + <i>S</i>-adenosyl-L-homocysteine + H<SUP>+</SUP>, <i>trans</i>-anol + acetate + NADP<sup>+</sup>  &larr;  coumaryl acetate + NADPH"
PWY-5123	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis"	"dimethylallyl diphosphate + isopentenyl diphosphate  &harr;  geranyl diphosphate + diphosphate, geranyl diphosphate + isopentenyl diphosphate  &rarr;  (2<i>E</i>,6<i>E</i>)-farnesyl diphosphate + diphosphate, isopentenyl diphosphate  &harr;  dimethylallyl diphosphate"
PWY-7515	<i>trans</i>-3-hydroxy-L-proline degradation	"<i>trans</i>-3-hydroxy-L-proline  &rarr;  1-pyrroline-2-carboxylate + H<sub>2</sub>O + H<SUP>+</SUP>, L-proline + NAD(P)<sup>+</sup>  &larr;  1-pyrroline-2-carboxylate + NAD(P)H + 2 H<SUP>+</SUP>"
HYDROXYPRODEG-PWY	<i>trans</i>-4-hydroxy-L-proline degradation I	"(3R,5S)-1-pyrroline-3-hydroxy-5-carboxylate + H<sub>2</sub>O + H<SUP>+</SUP>  &harr;  L-4-hydroxyglutamate semialdehyde, 2-oxoglutarate + erythro-4-hydroxy-L-glutamate  &harr;  L-glutamate + 4-hydroxy-2-oxoglutarate, 4-hydroxy-2-oxoglutarate  &harr;  glyoxylate + pyruvate, <i>trans</i>-4-hydroxy-L-proline<SUB>[in]</SUB> + an electron-transfer quinone<SUB>[membrane]</SUB>  &rarr;  (3R,5S)-1-pyrroline-3-hydroxy-5-carboxylate<SUB>[in]</SUB> + an electron-transfer quinol<SUB>[membrane]</SUB> + H<SUP>+</SUP><SUB>[in]</SUB>, L-4-hydroxyglutamate semialdehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  erythro-4-hydroxy-L-glutamate + NADH + 2 H<SUP>+</SUP>"
PWY-5159	<i>trans</i>-4-hydroxy-L-proline degradation II	"1-pyrroline-4-hydroxy-2-carboxylate + H<SUP>+</SUP> + H<sub>2</sub>O  &rarr;  ammonium + 2,5-dioxopentanoate, 2,5-dioxopentanoate + NADP<sup>+</sup> + H<sub>2</sub>O  &rarr;  2-oxoglutarate + NADPH + 2 H<SUP>+</SUP>, <i>cis</i>-4-hydroxy-D-proline + a reduced electron acceptor + oxygen  &rarr;  1-pyrroline-4-hydroxy-2-carboxylate + an oxidized electron acceptor + 2 H<sub>2</sub>O + H<SUP>+</SUP>, <i>trans</i>-4-hydroxy-L-proline  &harr;  <i>cis</i>-4-hydroxy-D-proline"
PWY-6457	<i>trans</i>-cinnamoyl-CoA biosynthesis	"<i>trans</i>-cinnamate + ATP + coenzyme A  &rarr;  (<i>E</i>)-cinnamoyl-CoA + AMP + diphosphate, L-phenylalanine  &rarr;  <i>trans</i>-cinnamate + ammonium"
PWY-5942	<i>trans</i>-lycopene biosynthesis I (bacteria)	"15-<i>cis</i>-phytoene + an oxidized electron acceptor  &rarr;  <i>all-trans</i> phytofluene + a reduced electron acceptor, 2 geranylgeranyl diphosphate  &rarr;  prephytoene diphosphate + diphosphate, <i>all-trans</i> neurosporene + an oxidized electron acceptor  &rarr;  <i>all-trans</i>-lycopene + a reduced electron acceptor, <i>all-trans</i> phytofluene + an oxidized electron acceptor  &rarr;  <i>all-trans</i>-&zeta;-carotene + a reduced electron acceptor, <i>all-trans</i>-&zeta;-carotene + an oxidized electron acceptor  &rarr;  <i>all-trans</i> neurosporene + a reduced electron acceptor, prephytoene diphosphate  &rarr;  15-<i>cis</i>-phytoene + diphosphate"
PWY-6475	<i>trans</i>-lycopene biosynthesis II (plants)	"15,9'-di-<i>cis</i>-phytofluene + a plastoquinone  &rarr;  9,15,9'-tri-<i>cis</i>-&zeta;-carotene + a plastoquinol, 15-<i>cis</i>-phytoene + a plastoquinone  &rarr;  15,9'-di-<i>cis</i>-phytofluene + a plastoquinol, 2 geranylgeranyl diphosphate  &rarr;  prephytoene diphosphate + diphosphate, 7,9,9'-<i>cis</i>-neurosporene + an electron-transfer quinone  &rarr;  prolycopene + an electron-transfer quinol, 9,15,9'-tri-<i>cis</i>-&zeta;-carotene  &rarr;  9,9'-di-<i>cis</i>-&zeta;-carotene, 9,9'-di-<i>cis</i>-&zeta;-carotene + an electron-transfer quinone  &rarr;  7,9,9'-<i>cis</i>-neurosporene + an electron-transfer quinol, prephytoene diphosphate  &rarr;  15-<i>cis</i>-phytoene + diphosphate, prolycopene  &rarr;  <i>all-trans</i>-lycopene"
PWY-2681	<i>trans</i>-zeatin biosynthesis	"<i>N</i><sup>6</sup>-(&Delta;<sup>2</sup>-isopentenyl)-adenosine 5'-diphosphate + NADP<sup>+</sup> + H<sub>2</sub>O  &rarr;  <i>trans</i>-zeatin riboside diphosphate + NADPH + H<SUP>+</SUP>, <i>N</i><sup>6</sup>-(&Delta;<sup>2</sup>-isopentenyl)-adenosine 5'-monophosphate + H<sub>2</sub>O  &rarr;  D-ribofuranose 5-phosphate + <i>N<sup>6</sup></i>-dimethylallyladenine, <i>N</i><sup>6</sup>-(&Delta;<sup>2</sup>-isopentenyl)-adenosine 5'-monophosphate + NADP<sup>+</sup> + H<sub>2</sub>O  &rarr;  <i>trans</i>-zeatin riboside monophosphate + NADPH + H<SUP>+</SUP>, <i>N</i><sup>6</sup>-(&Delta;<sup>2</sup>-isopentenyl)-adenosine 5'-triphosphate + NADP<sup>+</sup> + H<sub>2</sub>O  &rarr;  <i>trans</i>-zeatin riboside triphosphate + NADPH + H<SUP>+</SUP>, <i>N<sup>6</sup></i>-dimethylallyladenine + an oxidized electron acceptor + H<sub>2</sub>O  &rarr;  <i>trans</i>-zeatin + a reduced electron acceptor, <i>trans</i>-zeatin riboside diphosphate + H<sub>2</sub>O  &rarr;  <i>trans</i>-zeatin riboside monophosphate + phosphate + H<SUP>+</SUP>, <i>trans</i>-zeatin riboside monophosphate + H<sub>2</sub>O  &rarr;  <i>trans</i>-zeatin + D-ribofuranose 5-phosphate, <i>trans</i>-zeatin riboside triphosphate + H<sub>2</sub>O  &rarr;  <i>trans</i>-zeatin riboside diphosphate + phosphate + 2 H<SUP>+</SUP>, dimethylallyl diphosphate + ADP  &rarr;  <i>N</i><sup>6</sup>-(&Delta;<sup>2</sup>-isopentenyl)-adenosine 5'-diphosphate + diphosphate, dimethylallyl diphosphate + AMP  &rarr;  <i>N</i><sup>6</sup>-(&Delta;<sup>2</sup>-isopentenyl)-adenosine 5'-monophosphate + diphosphate, dimethylallyl diphosphate + ATP + H<SUP>+</SUP>  &rarr;  <i>N</i><sup>6</sup>-(&Delta;<sup>2</sup>-isopentenyl)-adenosine 5'-triphosphate + diphosphate"
PWY-5380	A series fagopyritols biosynthesis	"fagopyritol A1 + a galactoside  &rarr;  fagopyritol A2, fagopyritol A2 + a galactoside  &rarr;  fagopyritol A3, UDP-&alpha;-D-galactose + 1D-<i>chiro</i>-inositol  &rarr;  fagopyritol A1 + UDP + H<SUP>+</SUP>"
PWY-7832	ABH and Lewis epitopes biosynthesis from type 1 precursor disaccharide	"CMP-<i>N</i>-acetyl-&beta;-neuraminate<SUB>[Golgi lumen]</SUB> + a type 1 histo-blood group antigen precursor disaccharide<SUB>[Golgi lumen]</SUB>  &rarr;  an <i>N</i>-acetyl-&alpha;-neuraminyl-(2&rarr;3)-&beta;-D-galactosyl-(1&rarr;3)-<i>N</i>-acetyl-&beta;-D-glucosaminyl-R<SUB>[Golgi lumen]</SUB> + CMP<SUB>[Golgi lumen]</SUB> + H<SUP>+</SUP><SUB>[Golgi lumen]</SUB>, GDP-&beta;-L-fucose + a B type 1 histo-blood group antigen  &rarr;  a B (Lewis b) histo-blood group epitope + GDP + H<SUP>+</SUP>, GDP-&beta;-L-fucose + a type 1 histo-blood group antigen precursor disaccharide  &rarr;  a Lewis a epitope + GDP + H<SUP>+</SUP>, GDP-&beta;-L-fucose + a type 1 histo-blood group antigen precursor disaccharide  &rarr;  an H type 1 histo-blood group antigen + GDP + H<SUP>+</SUP>, GDP-&beta;-L-fucose + an <i>N</i>-acetyl-&alpha;-neuraminyl-(2&rarr;3)-&beta;-D-galactosyl-(1&rarr;3)-<i>N</i>-acetyl-&beta;-D-glucosaminyl-R  &rarr;  a sialyl-Lewis a epitope + GDP + H<SUP>+</SUP>, GDP-&beta;-L-fucose + an A type 1 histo-blood group antigen  &rarr;  an A (Lewis b) histo-blood group epitope + GDP + H<SUP>+</SUP>, GDP-&beta;-L-fucose + an H type 1 histo-blood group antigen  &rarr;  a Lewis b epitope + GDP + H<SUP>+</SUP>, UDP-&alpha;-D-galactose + an <i>N</i>-acetyl-&beta;-D-glucosaminyl-R  &rarr;  a type 1 histo-blood group antigen precursor disaccharide + UDP + H<SUP>+</SUP>, UDP-&alpha;-D-galactose + an H type 1 histo-blood group antigen  &rarr;  a B type 1 histo-blood group antigen + UDP + H<SUP>+</SUP>, UDP-<i>N</i>-acetyl-D-galactosamine + an H type 1 histo-blood group antigen  &rarr;  an A type 1 histo-blood group antigen + UDP + H<SUP>+</SUP>"
PWY-7831	ABH and Lewis epitopes biosynthesis from type 2 precursor disaccharide	"3'-phosphoadenylyl-sulfate + a sialyl-Lewis x epitope  &rarr;  adenosine 3',5'-bisphosphate + a 6-sulfo-sialyl Lewis x epitope + H<SUP>+</SUP>, CMP-<i>N</i>-acetyl-&beta;-neuraminate<SUB>[Golgi lumen]</SUB> + a type 2 histo-blood group antigen precursor disaccharide<SUB>[Golgi lumen]</SUB>  &rarr;  an <i>N</i>-acetyl-&alpha;-neuraminyl-(2&rarr;3)-&beta;-D-galactosyl-(1&rarr;4)-<i>N</i>-acetyl-&beta;-D-glucosaminyl-R<SUB>[Golgi lumen]</SUB> + CMP<SUB>[Golgi lumen]</SUB> + H<SUP>+</SUP><SUB>[Golgi lumen]</SUB>, GDP-&beta;-L-fucose + a B type 2 histo-blood group antigen  &rarr;  a B (Lewis y) histo-blood group epitope + GDP + H<SUP>+</SUP>, GDP-&beta;-L-fucose + a type 2 histo-blood group antigen precursor disaccharide  &rarr;  a Lewis x epitope + GDP + H<SUP>+</SUP>, GDP-&beta;-L-fucose + a type 2 histo-blood group antigen precursor disaccharide  &rarr;  an H type 2 histo-blood group antigen + GDP + H<SUP>+</SUP>, GDP-&beta;-L-fucose + an <i>N</i>-acetyl-&alpha;-neuraminyl-(2&rarr;3)-&beta;-D-galactosyl-(1&rarr;4)-<i>N</i>-acetyl-&beta;-D-glucosaminyl-R  &rarr;  a sialyl-Lewis x epitope + GDP + H<SUP>+</SUP>, GDP-&beta;-L-fucose + an A type 2 histo-blood group antigen  &rarr;  an A (Lewis y) histo-blood group epitope + GDP + H<SUP>+</SUP>, GDP-&beta;-L-fucose + an H type 2 histo-blood group antigen  &rarr;  a Lewis y epitope + GDP + H<SUP>+</SUP>, UDP-&alpha;-D-galactose + an <i>N</i>-acetyl-&beta;-D-glucosaminyl-R  &rarr;  a type 2 histo-blood group antigen precursor disaccharide + UDP + H<SUP>+</SUP>, UDP-&alpha;-D-galactose + an H type 2 histo-blood group antigen  &rarr;  a B type 2 histo-blood group antigen + UDP + H<SUP>+</SUP>, UDP-<i>N</i>-acetyl-D-galactosamine + an H type 2 histo-blood group antigen  &rarr;  an A type 2 histo-blood group antigen + UDP + H<SUP>+</SUP>"
PWY-5411	abietic acid biosynthesis	"(+)-copalyl diphosphate  &rarr;  abieta-7,13-diene + diphosphate, abieta-7,13-dien-18,18-diol  &rarr;  abieta-7,13-diene-18-al + H<sub>2</sub>O, abieta-7,13-dien-18-ol + NADPH + H<SUP>+</SUP> + oxygen  &rarr;  abieta-7,13-dien-18,18-diol + NADP<sup>+</sup> + H<sub>2</sub>O, abieta-7,13-diene + NADPH + oxygen + H<SUP>+</SUP>  &rarr;  abieta-7,13-dien-18-ol + NADP<sup>+</sup> + H<sub>2</sub>O, abieta-7,13-diene-18-al + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  abieta-7,13-diene-18-oate + NADH + 2 H<SUP>+</SUP>, abieta-7,13-diene-18-al + NADPH + oxygen  &rarr;  abieta-7,13-diene-18-oate + NADP<sup>+</sup> + H<sub>2</sub>O, geranylgeranyl diphosphate  &rarr;  (+)-copalyl diphosphate"
PWY-695	abscisic acid biosynthesis	"(+)-<i>cis</i>-abscisic aldehyde + H<sub>2</sub>O + oxygen  &rarr;  2-<i>cis</i>-abscisate + hydrogen peroxide + H<SUP>+</SUP>, 2-<i>cis</i>,4-<i>trans</i>-xanthoxin + NAD<sup>+</sup>  &rarr;  (+)-<i>cis</i>-abscisic aldehyde + NADH + H<SUP>+</SUP>, 9'-<i>cis</i>-neoxanthin + oxygen  &rarr;  2-<i>cis</i>,4-<i>trans</i>-xanthoxin + (3<i>S</i>,5<i>R</i>,6<i>R</i>)-3,5-dihydroxy-6,7-didehydro-5,6-dihydro-12'-apo-&beta;-caroten-12'-al, <i>trans</i>-neoxanthin  &rarr;  9'-<i>cis</i>-neoxanthin, violaxanthin  &rarr;  <i>trans</i>-neoxanthin"
PWY4FS-17	abscisic acid biosynthesis shunt	"(+)-<i>cis</i>-abscisic aldehyde + a reduced electron acceptor  &rarr;  <i>cis</i>-abscisic alcohol + an oxidized electron acceptor, <i>cis</i>-abscisic alcohol  &rarr;  <i>trans</i>-abscisic alcohol, <i>cis</i>-abscisic alcohol + 2 NAD(P)<sup>+</sup> + H<sub>2</sub>O  &rarr;  2-<i>cis</i>-abscisate + 2 NAD(P)H + 3 H<SUP>+</SUP>, <i>trans</i>-abscisic alcohol + 2 NAD(P)<sup>+</sup> + H<sub>2</sub>O  &rarr;  2-<i>trans</i>-abscisate + 2 NAD(P)H + 3 H<SUP>+</SUP>"
